,Unnamed: 0,recordnum,recordtype,recordtypemapped,recordtypedesc,description,opendate,inspectiondate,lastinspresult,statuscurrent,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1
150000,150000,006318-20CP,Complaint,Request,Weeds,BlackBerry branches at head height obstructing the sidewalk.,2020-07-20,"{'type': 'Point', 'coordinates': [-122.35241773, 47.69410678]}",,Closed,8752 DAYTON AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006318-20CP'},47.69410678,-122.35241773,"{'latitude': '47.69410678', 'longitude': '-122.35241773'}"
150002,150002,006320-20CP,Complaint,Request,Weeds,Significant overgrowth of vegetation into neighboring yards and out into street.,2020-06-14,"{'type': 'Point', 'coordinates': [-122.29443842, 47.56873356]}",Completed,Completed,3836 RENTON AVE S,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006320-20CP'},47.56873356,-122.29443842,"{'latitude': '47.56873356', 'longitude': '-122.29443842'}"
150003,150003,006321-20CP,Complaint,Request,Weeds,Overgrown,2020-07-19,"{'type': 'Point', 'coordinates': [-122.33717495, 47.65282362]}",,Completed,3728 DENSMORE AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006321-20CP'},47.65282362,-122.33717495,"{'latitude': '47.65282362', 'longitude': '-122.33717495'}"
150005,150005,006322-20CP,Complaint,Request,Weeds,Overgrown hedge that takes up almost 1/2 the sidewalk. My sister can not get by with her wheelchair. This is against ADA laws. Please request they cut hedge back to free sidewalk passing.,2020-07-17,"{'type': 'Point', 'coordinates': [-122.3918776, 47.69077725]}",,Completed,2636 NW 85TH ST,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006322-20CP'},47.69077725,-122.3918776,"{'latitude': '47.69077725', 'longitude': '-122.3918776'}"
150007,150007,006324-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-17,"{'type': 'Point', 'coordinates': [-122.35239431, 47.68202629]}",,Closed,500 N 73RD ST,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006324-20CP'},47.68202629,-122.35239431,"{'latitude': '47.68202629', 'longitude': '-122.35239431'}"
150009,150009,006326-20CP,Complaint,Request,Weeds,Head-height BlackBerry branches obstructing sidewalk,2020-07-22,"{'type': 'Point', 'coordinates': [-122.35241773, 47.69410678]}",,Closed,8752 DAYTON AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006326-20CP'},47.69410678,-122.35241773,"{'latitude': '47.69410678', 'longitude': '-122.35241773'}"
150010,150010,006327-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-22,"{'type': 'Point', 'coordinates': [-122.29174769, 47.62202494]}",,Completed,322 31ST AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006327-20CP'},47.62202494,-122.29174769,"{'latitude': '47.62202494', 'longitude': '-122.29174769'}"
150028,150028,006340-20CP,Complaint,Request,Weeds,Overgrowth on sidewalk,2020-07-22,"{'type': 'Point', 'coordinates': [-122.29100283, 47.62199516]}",,Completed,316 32ND AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006340-20CP'},47.62199516,-122.29100283,"{'latitude': '47.62199516', 'longitude': '-122.29100283'}"
150037,150037,006349-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-22,"{'type': 'Point', 'coordinates': [-122.2910157, 47.62214393]}",,Completed,324 32ND AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006349-20CP'},47.62214393,-122.2910157,"{'latitude': '47.62214393', 'longitude': '-122.2910157'}"
150040,150040,006352-20CP,Complaint,Request,Weeds,"Per Online; Linden Avenue North south of 140 St is overgrown with weeds (both sides) and making it difficult to walk down the sidewalk. It's especially hard to keep a 6 foot distance and the weeds are 5 feet tall and very dry. It's a fire, pollen and bug hazard.",2020-07-28,"{'type': 'Point', 'coordinates': [-122.34724807, 47.73074207]}",,Completed,14002 Linden AVE N,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006352-20CP'},47.73074207,-122.34724807,"{'latitude': '47.73074207', 'longitude': '-122.34724807'}"
150074,150074,006380-20CP,Complaint,Request,Vacant Building,"The house on the property appears abandoned, the windows are boarded up and covered by graffiti. There is a junk or abandoned car on the side of the house. The property is surrounded by overgrown, dry vegetation partially obstructing the sidewalk and trash is scattered around the property. There are two trailers parked in the empty property south of the house that have not moved in 3 or more months. Ladders and other equipment are littering the front porch and behind the h",2020-07-29,"{'type': 'Point', 'coordinates': [-122.37712033, 47.68206931]}",,Closed,7325 15th AVE NW,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006380-20CP'},47.68206931,-122.37712033,"{'latitude': '47.68206931', 'longitude': '-122.37712033'}"
150075,150075,006381-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-23,"{'type': 'Point', 'coordinates': [-122.29536255, 47.59766801]}",Completed,Completed,509 29TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006381-20CP'},47.59766801,-122.29536255,"{'latitude': '47.59766801', 'longitude': '-122.29536255'}"
150078,150078,006384-20CP,Complaint,Request,Weeds,Overgrown vegetation on vacant lot between 2301 and 2307 23rd Ave S,2020-07-23,"{'type': 'Point', 'coordinates': [-122.30322759, 47.58280552]}",,Completed,2301 23RD AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006384-20CP'},47.58280552,-122.30322759,"{'latitude': '47.58280552', 'longitude': '-122.30322759'}"
150082,150082,006387-20CP,Complaint,Request,Weeds,Per CSB; This public sidewalk is not wheelchair accessible.,2020-07-22,"{'type': 'Point', 'coordinates': [-122.27880352, 47.66841697]}",Completed,Completed,5313 SAND POINT WAY NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006387-20CP'},47.66841697,-122.27880352,"{'latitude': '47.66841697', 'longitude': '-122.27880352'}"
150083,150083,006388-20CP,Complaint,Request,Weeds,Per CSB; This public sidewalk is not wheelchair accessible.,2020-07-22,"{'type': 'Point', 'coordinates': [-122.27880352, 47.66841697]}",,Completed,5313 SAND POINT WAY NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006388-20CP'},47.66841697,-122.27880352,"{'latitude': '47.66841697', 'longitude': '-122.27880352'}"
150084,150084,006389-20CP,Complaint,Request,Weeds,Per CSB; This public sidewalk is not wheelchair accessible.,2020-07-22,"{'type': 'Point', 'coordinates': [-122.27916568, 47.66833823]}",Completed,Completed,5307 SAND POINT WAY NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006389-20CP'},47.66833823,-122.27916568,"{'latitude': '47.66833823', 'longitude': '-122.27916568'}"
150085,150085,006390-20CP,Complaint,Request,Weeds,vegetation on the north side of the above corner address is blocking the sidewalk,2020-07-24,"{'type': 'Point', 'coordinates': [-122.28519743, 47.67564161]}",Completed,Completed,6257 40TH AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006390-20CP'},47.67564161,-122.28519743,"{'latitude': '47.67564161', 'longitude': '-122.28519743'}"
150087,150087,006392-20CP,Complaint,Request,Weeds,adjacent private property https://goo.gl/maps/7MPHQb7Cn8CujSHt5 ]15th ave north of dravus north bound sidewalk,2020-07-02,"{'type': 'Point', 'coordinates': [-122.37595527, 47.6506521]}",,Completed,3406 15TH AVE W,SEATTLE,WA,98119.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006392-20CP'},47.6506521,-122.37595527,"{'latitude': '47.6506521', 'longitude': '-122.37595527'}"
150088,150088,006393-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation,2020-07-23,"{'type': 'Point', 'coordinates': [-122.29068073, 47.59086694]}",,Completed,1357 33RD AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006393-20CP'},47.59086694,-122.29068073,"{'latitude': '47.59086694', 'longitude': '-122.29068073'}"
150089,150089,006394-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-27,"{'type': 'Point', 'coordinates': [-122.31660394, 47.66980185]}",,Completed,5611 11TH AVE NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006394-20CP'},47.66980185,-122.31660394,"{'latitude': '47.66980185', 'longitude': '-122.31660394'}"
150091,150091,006396-20CP,Complaint,Request,Weeds,"Per CSB; Tree hanging over sidewalk. Less than 6' clearance across entire sidewalk, less than 5' in some areas.",2020-07-24,"{'type': 'Point', 'coordinates': [-122.30998158, 47.67452274]}",Completed,Completed,6221 17TH AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006396-20CP'},47.67452274,-122.30998158,"{'latitude': '47.67452274', 'longitude': '-122.30998158'}"
150092,150092,006397-20CP,Complaint,Request,,"Per CSB; Vegetation has overrun the sidewalk on 73rd from both sides, but especially from the house side. Pedestrians have had to forge a path onto the parking strip to make it through.",2020-07-24,"{'type': 'Point', 'coordinates': [-122.35239431, 47.68202629]}",,Completed,500 N 73RD ST,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006397-20CP'},47.68202629,-122.35239431,"{'latitude': '47.68202629', 'longitude': '-122.35239431'}"
150096,150096,006401-20CP,Complaint,Request,Vacant Building,"Vacant Building, overgrown, junk and squatter camping at the entrance.",2020-07-28,"{'type': 'Point', 'coordinates': [-122.31783152, 47.66480229]}",Completed,Completed,911 NE 50TH ST,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006401-20CP'},47.66480229,-122.31783152,"{'latitude': '47.66480229', 'longitude': '-122.31783152'}"
150097,150097,006402-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation,2020-07-24,"{'type': 'Point', 'coordinates': [-122.36587319, 47.56487214]}",,Completed,2604 SW GENESEE ST,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006402-20CP'},47.56487214,-122.36587319,"{'latitude': '47.56487214', 'longitude': '-122.36587319'}"
150098,150098,006403-20CP,Complaint,Request,Weeds,Need to be trimmed back a bit before it covers the whole sidewalk,2020-07-27,"{'type': 'Point', 'coordinates': [-122.39339254, 47.55399853]}",,Completed,5314 48TH AVE SW,SEATTLE,WA,98136.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006403-20CP'},47.55399853,-122.39339254,"{'latitude': '47.55399853', 'longitude': '-122.39339254'}"
150099,150099,006404-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-07-27,"{'type': 'Point', 'coordinates': [-122.38784047, 47.57003684]}",Completed,Completed,4321 SW CHARLESTOWN ST,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006404-20CP'},47.57003684,-122.38784047,"{'latitude': '47.57003684', 'longitude': '-122.38784047'}"
150100,150100,006405-20CP,Complaint,Request,Weeds,Bamboo encroaching into the alley right of way,2020-07-29,"{'type': 'Point', 'coordinates': [-122.31652678, 47.70107708]}",Completed,Completed,1029 NE 100TH ST,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006405-20CP'},47.70107708,-122.31652678,"{'latitude': '47.70107708', 'longitude': '-122.31652678'}"
150102,150102,006407-20CP,Complaint,Request,Weeds,Per CSB; Overgrown vegetation n 39th and ashworth,2020-07-27,"{'type': 'Point', 'coordinates': [-122.34042702, 47.65428728]}",Completed,Completed,1418 N 39TH ST,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006407-20CP'},47.65428728,-122.34042702,"{'latitude': '47.65428728', 'longitude': '-122.34042702'}"
150103,150103,006408-20CP,Complaint,Request,Weeds,vegetation encroaching into the alley right of way,2020-07-29,"{'type': 'Point', 'coordinates': [-122.31572207, 47.70107307]}",,Completed,1047 NE 100TH ST,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006408-20CP'},47.70107307,-122.31572207,"{'latitude': '47.70107307', 'longitude': '-122.31572207'}"
150104,150104,006409-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation,2020-07-27,"{'type': 'Point', 'coordinates': [-122.37515934, 47.65171287]}",,Completed,3445 14TH AVE W,SEATTLE,WA,98119.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006409-20CP'},47.65171287,-122.37515934,"{'latitude': '47.65171287', 'longitude': '-122.37515934'}"
150108,150108,006413-20CP,Complaint,Request,Weeds,Per CSB; overgrownvegetation,2020-07-27,"{'type': 'Point', 'coordinates': [-122.36511291, 47.68306302]}",,Completed,639 NW 75TH ST,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006413-20CP'},47.68306302,-122.36511291,"{'latitude': '47.68306302', 'longitude': '-122.36511291'}"
150111,150111,006416-20CP,Complaint,Request,Weeds,Blackberry bushes covering most of sidewalk,2020-07-27,"{'type': 'Point', 'coordinates': [-122.34569138, 47.65550837]}",Completed,Completed,4000 WHITMAN AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006416-20CP'},47.65550837,-122.34569138,"{'latitude': '47.65550837', 'longitude': '-122.34569138'}"
150112,150112,006417-20CP,Complaint,Request,Weeds,1 block of hugely overgrown vegetation in the planting strip,2020-07-08,"{'type': 'Point', 'coordinates': [-122.363536, 47.55178585]}",Completed,Completed,2409 SW FINDLAY ST,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006417-20CP'},47.55178585,-122.363536,"{'latitude': '47.55178585', 'longitude': '-122.363536'}"
150114,150114,006419-20CP,Complaint,Request,Weeds,"I would like to know who is the responsible for maintaining thesidewalk parking strip area.City ? Or residence?I believe earlier this year a city crew made a wider sidewalk on N 80th st and Corliss Ave. N corner.After they widened the parking strip and filled it with dirt. Since then there is no maintenance and it has been over growing with wild weeds and some wild flowers. Walking space has become narrower and narrower.Is it the city?s responsibility to maintain, since you",2020-07-09,"{'type': 'Point', 'coordinates': [-122.33077341, 47.68706389]}",Completed,Completed,8004 CORLISS AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006419-20CP'},47.68706389,-122.33077341,"{'latitude': '47.68706389', 'longitude': '-122.33077341'}"
150116,150116,006421-20CP,Complaint,Request,Weeds,[adjacent area to Talaris Conference Center - might not be enforceable as there is no sidewalk here ] Verge vegetation is overgrown and doesn't leave room to walk. On eastbound land of NE 41st St at NE Surber Dr,2020-07-27,"{'type': 'Point', 'coordinates': [-122.28745764, 47.65866937]}",Completed,Completed,3718 NE 41ST ST,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006421-20CP'},47.65866937,-122.28745764,"{'latitude': '47.65866937', 'longitude': '-122.28745764'}"
150117,150117,006422-20CP,Complaint,Request,Weeds,"Parking strip bush has overtaken the sidewalk, almost meeting laurel hedge & flowering plant from the yard.No room for strollers, walking with a cane/walker, et al. The bush also blocks a view of southbound traffic at that corner.",2020-06-29,"{'type': 'Point', 'coordinates': [-122.30372624, 47.68140718]}",Completed,Completed,7300 RAVENNA AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006422-20CP'},47.68140718,-122.30372624,"{'latitude': '47.68140718', 'longitude': '-122.30372624'}"
150121,150121,006426-20CP,Complaint,Request,Weeds,Vegetation (and poky blackberry vines!!) are overtaking the sidewalk.,2020-06-29,"{'type': 'Point', 'coordinates': [-122.28012601, 47.52356838]}",,Completed,4212 S HENDERSON ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006426-20CP'},47.52356838,-122.28012601,"{'latitude': '47.52356838', 'longitude': '-122.28012601'}"
150127,150127,006431-20CP,Complaint,Request,Weeds,LOCATION ADDRESS: 5350 SAND POINT WAY NE[Private property abuttes this area on both sides of the road] Vegetation is overgrowing both sides of the sidewalk and it is no longer safe to ride a bike on it there. Riding a bike on the street is not an alternative as it is a busy state highway spur.,2020-06-30,"{'type': 'Point', 'coordinates': [-122.27880352, 47.66841697]}",,Completed,5313 SAND POINT WAY NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006431-20CP'},47.66841697,-122.27880352,"{'latitude': '47.66841697', 'longitude': '-122.27880352'}"
